Polyelectrolytes;D01.248.249
Tin Polyphosphates;D01.935.950
Tungsten Compounds;D01.940
Phosphotungstic Acid;D01.940.700
Uranium Compounds;D01.950
Uranyl Nitrate;D01.950.950
Vanadium Compounds;D01.960
Vanadates;D01.960.960
Zinc Compounds;D01.975
Zinc Oxide;D01.975.975
Zinc Sulfate;D01.975.987
Organic Chemicals;D02
Alcohols;D02.033
Amino Alcohols;D02.033.100
Ethanolamines;D02.033.100.291
Albuterol;D02.033.100.291.057
Albuterol, Ipratropium Drug Combination;D02.033.100.291.057.125
Levalbuterol;D02.033.100.291.057.500
Salmeterol Xinafoate;D02.033.100.291.057.750
Fluticasone Propionate, Salmeterol Xinafoate Drug Combination;D02.033.100.291.057.750.500
Choline;D02.033.100.291.211
Platelet Activating Factor;D02.033.100.291.211.500
Clenbuterol;D02.033.100.291.231
Deanol;D02.033.100.291.274
Epinephrine;D02.033.100.291.310
Racepinephrine;D02.033.100.291.310.500
Ethanolamine;D02.033.100.291.375
2-Hydroxyphenethylamine;D02.033.100.291.410
Formoterol Fumarate;D02.033.100.291.425
Budesonide, Formoterol Fumarate Drug Combination;D02.033.100.291.425.250
Mometasone Furoate, Formoterol Fumarate Drug Combination;D02.033.100.291.425.500
Isoproterenol;D02.033.100.291.439
Labetalol;D02.033.100.291.460
Metaproterenol;D02.033.100.291.465
Fenoterol;D02.033.100.291.465.300
Midodrine;D02.033.100.291.480
Nebivolol;D02.033.100.291.491
Norepinephrine;D02.033.100.291.502
Normetanephrine;D02.033.100.291.502.651
Octopamine;D02.033.100.291.525
Phenylephrine;D02.033.100.291.617
Etilefrine;D02.033.100.291.617.300
Procaterol;D02.033.100.291.630
Sotalol;D02.033.100.291.805
Synephrine;D02.033.100.291.870
Terbutaline;D02.033.100.291.905
Heptaminol;D02.033.100.350
Isoetharine;D02.033.100.400
Propanolamines;D02.033.100.624
Ephedrine;D02.033.100.624.302
Histidinol;D02.033.100.624.380
Isoxsuprine;D02.033.100.624.427
Methoxamine;D02.033.100.624.536
Nylidrin;D02.033.100.624.605
Oxyfedrine;D02.033.100.624.675
Phenoxypropanolamines;D02.033.100.624.698
Acebutolol;D02.033.100.624.698.025
Alprenolol;D02.033.100.624.698.055
Dihydroalprenolol;D02.033.100.624.698.055.200
Atenolol;D02.033.100.624.698.070
Betaxolol;D02.033.100.624.698.077
Bisoprolol;D02.033.100.624.698.085
Bunolol;D02.033.100.624.698.115
Levobunolol;D02.033.100.624.698.115.500
Bupranolol;D02.033.100.624.698.146
Carteolol;D02.033.100.624.698.207
Celiprolol;D02.033.100.624.698.268
Metipranolol;D02.033.100.624.698.542
Metoprolol;D02.033.100.624.698.573
Nadolol;D02.033.100.624.698.601
Oxprenolol;D02.033.100.624.698.633
Penbutolol;D02.033.100.624.698.688
Pindolol;D02.033.100.624.698.699
Iodocyanopindolol;D02.033.100.624.698.699.420
Practolol;D02.033.100.624.698.705
Prenalterol;D02.033.100.624.698.708
Propranolol;D02.033.100.624.698.711
Xamoterol;D02.033.100.624.698.855
Phenylpropanolamine;D02.033.100.624.706
p-Hydroxynorephedrine;D02.033.100.624.706.400
Metaraminol;D02.033.100.624.706.500
Tolterodine Tartrate;D02.033.100.624.706.750
Pseudoephedrine;D02.033.100.624.853
Ritodrine;D02.033.100.624.870
Suloctidil;D02.033.100.624.890
Timolol;D02.033.100.624.915
Brimonidine Tartrate, Timolol Maleate Drug Combination;D02.033.100.624.915.500
Sphingosine;D02.033.100.700
Fingolimod Hydrochloride;D02.033.100.700.350
Psychosine;D02.033.100.700.700
Benzyl Alcohols;D02.033.160
Benzyl Alcohol;D02.033.160.100
Chlorohydrins;D02.033.260
alpha-Chlorohydrin;D02.033.260.100
Chlorobutanol;D02.033.260.220
Ethchlorvynol;D02.033.260.335
Ethylene Chlorohydrin;D02.033.260.350
Ethanol;D02.033.375
Blood Alcohol Content;D02.033.375.135
Ethamoxytriphetol;D02.033.375.270
Ethanolamines;D02.033.375.291
Ethanolamine;D02.033.375.291.375
Ethylene Chlorohydrin;D02.033.375.310
Mercaptoethanol;D02.033.375.534
Phenylethyl Alcohol;D02.033.375.650
Trifluoroethanol;D02.033.375.880
Fatty Alcohols;D02.033.415
Acetogenins;D02.033.415.054
Butanols;D02.033.415.110
1-Butanol;D02.033.415.110.175
Chlorobutanol;D02.033.415.110.220
tert-Butyl Alcohol;D02.033.415.110.855
Dodecanol;D02.033.415.220
Sodium Dodecyl Sulfate;D02.033.415.220.720
Dolichol;D02.033.415.230
Dolichol Phosphates;D02.033.415.230.250
Farnesol;D02.033.415.400
Heptanol;D02.033.415.500
Hexanols;D02.033.415.510
Cyclohexanols;D02.033.415.510.500
Desvenlafaxine Succinate;D02.033.415.510.500.303
Menthol;D02.033.415.510.500.605
Tramadol;D02.033.415.510.500.802
Venlafaxine Hydrochloride;D02.033.415.510.500.901
Octanols;D02.033.415.600
1-Octanol;D02.033.415.600.600
Pentanols;D02.033.415.640
Sodium Tetradecyl Sulfate;D02.033.415.900
Glycols;D02.033.455
Butylene Glycols;D02.033.455.125
Busulfan;D02.033.455.125.125
Ethylene Glycols;D02.033.455.250
Chloral Hydrate;D02.033.455.250.130
Chloralose;D02.033.455.250.130.150
Ethylene Glycol;D02.033.455.250.268
Methoxyhydroxyphenylglycol;D02.033.455.250.610
Polyethylene Glycols;D02.033.455.250.700
Cetomacrogol;D02.033.455.250.700.150
Hydrogel;D02.033.455.250.700.485
Nonoxynol;D02.033.455.250.700.620
Octoxynol;D02.033.455.250.700.660
Poloxalene;D02.033.455.250.700.680
Poloxamer;D02.033.455.250.700.682
Polyhydroxyethyl Methacrylate;D02.033.455.250.700.685
Polysorbates;D02.033.455.250.700.690
Propylene Glycols;D02.033.455.706
alpha-Chlorohydrin;D02.033.455.706.100
Chloramphenicol;D02.033.455.706.300
Thiamphenicol;D02.033.455.706.300.850
Chlorphenesin;D02.033.455.706.345
Fingolimod Hydrochloride;D02.033.455.706.431
Mephenesin;D02.033.455.706.517
Pentaerythritol Tetranitrate;D02.033.455.706.690
Propylene Glycol;D02.033.455.706.725
Tromethamine;D02.033.455.706.900
Sphingosine;D02.033.455.843
Methanol;D02.033.623
Polyvinyl Alcohol;D02.033.750
Propanols;D02.033.755
1-Propanol;D02.033.755.600
2-Propanol;D02.033.755.615
Propanolamines;D02.033.755.624
Ephedrine;D02.033.755.624.302
Histidinol;D02.033.755.624.380
Isoxsuprine;D02.033.755.624.427
Methoxamine;D02.033.755.624.536
Nylidrin;D02.033.755.624.605
Oxyfedrine;D02.033.755.624.675
Phenoxypropanolamines;D02.033.755.624.698
Acebutolol;D02.033.755.624.698.025
Alprenolol;D02.033.755.624.698.055
Dihydroalprenolol;D02.033.755.624.698.055.200
Atenolol;D02.033.755.624.698.070
Betaxolol;D02.033.755.624.698.077
Bisoprolol;D02.033.755.624.698.085
Bunolol;D02.033.755.624.698.115
Levobunolol;D02.033.755.624.698.115.500
Bupranolol;D02.033.755.624.698.146
Carteolol;D02.033.755.624.698.207
Celiprolol;D02.033.755.624.698.268
Metipranolol;D02.033.755.624.698.542
Metoprolol;D02.033.755.624.698.573
Nadolol;D02.033.755.624.698.601
Oxprenolol;D02.033.755.624.698.633
Penbutolol;D02.033.755.624.698.688
Pindolol;D02.033.755.624.698.699
Iodocyanopindolol;D02.033.755.624.698.699.420
Practolol;D02.033.755.624.698.705
Prenalterol;D02.033.755.624.698.708
Propranolol;D02.033.755.624.698.711
Xamoterol;D02.033.755.624.698.855
Phenylpropanolamine;D02.033.755.624.706
p-Hydroxynorephedrine;D02.033.755.624.706.400
Metaraminol;D02.033.755.624.706.500
Tolterodine Tartrate;D02.033.755.624.706.750
Pseudoephedrine;D02.033.755.624.853
Ritodrine;D02.033.755.624.870
Suloctidil;D02.033.755.624.890
Timolol;D02.033.755.624.915
Brimonidine Tartrate, Timolol Maleate Drug Combination;D02.033.755.624.915.500
Sugar Alcohols;D02.033.800
Dithioerythritol;D02.033.800.175
Dithiothreitol;D02.033.800.196
Erythritol;D02.033.800.329
Erythrityl Tetranitrate;D02.033.800.329.225
Galactitol;D02.033.800.400
Dianhydrogalactitol;D02.033.800.400.350
Mitolactol;D02.033.800.400.500
Glycerol;D02.033.800.421
Glyceryl Ethers;D02.033.800.421.400
Phospholipid Ethers;D02.033.800.421.400.750
Nitroglycerin;D02.033.800.421.560
Inositol;D02.033.800.519
Inositol Phosphates;D02.033.800.519.400
Inositol 1,4,5-Trisphosphate;D02.033.800.519.400.350
Phytic Acid;D02.033.800.519.400.700
Mannitol;D02.033.800.609
Mannitol Phosphates;D02.033.800.609.450
Mitobronitol;D02.033.800.609.500
Ribitol;D02.033.800.780
Sorbitol;D02.033.800.813
Isosorbide;D02.033.800.813.480
Isosorbide Dinitrate;D02.033.800.813.480.500
Meglumine;D02.033.800.813.550
Diatrizoate Meglumine;D02.033.800.813.550.500
Iothalamate Meglumine;D02.033.800.813.550.600
Xylitol;D02.033.800.936
Aldehydes;D02.047
Acetaldehyde;D02.047.064
Paraldehyde;D02.047.064.586
Acrolein;D02.047.122
Benzaldehydes;D02.047.222
Formaldehyde;D02.047.407
Formocresols;D02.047.407.518
Furaldehyde;D02.047.466
Glutaral;D02.047.532
Glyceraldehyde;D02.047.587
Glyceraldehyde 3-Phosphate;D02.047.587.450
Glyoxal;D02.047.644
Phenylglyoxal;D02.047.644.620
Pyruvaldehyde;D02.047.644.650
Malondialdehyde;D02.047.700
Thiobarbituric Acid Reactive Substances;D02.047.700.700
o-Phthalaldehyde;D02.047.750
Retinaldehyde;D02.047.850
Amides;D02.065
Acetamides;D02.065.064
2-Acetylaminofluorene;D02.065.064.150
Acetoxyacetylaminofluorene;D02.065.064.150.100
Hydroxyacetylaminofluorene;D02.065.064.150.400
Allylisopropylacetamide;D02.065.064.189
Benzeneacetamides;D02.065.064.294
Bufexamac;D02.065.064.294.088
Iodoacetamide;D02.065.064.400
Linezolid;D02.065.064.463
Oseltamivir;D02.065.064.525
Piracetam;D02.065.064.650
Thioacetamide;D02.065.064.786
Acrylamides;D02.065.122
Acrylamide;D02.065.122.015
Bimatoprost;D02.065.141
Polyunsaturated Alkamides;D02.065.160
Capsaicin;D02.065.160.500
Anilides;D02.065.199
Acetanilides;D02.065.199.092
Acetaminophen;D02.065.199.092.040
Diamfenetide;D02.065.199.092.250
Etidocaine;D02.065.199.092.325
Inosine Pranobex;D02.065.199.092.450
Lidocaine;D02.065.199.092.500
Phenacetin;D02.065.199.092.700
Practolol;D02.065.199.092.800
Ranolazine;D02.065.199.092.850
Trimecaine;D02.065.199.092.900
Benzoylarginine Nitroanilide;D02.065.199.200
Bupivacaine;D02.065.199.239
Carbanilides;D02.065.199.326
Imidocarb;D02.065.199.326.400
Nicarbazin;D02.065.199.326.550
Carboxin;D02.065.199.350
Encainide;D02.065.199.385
Flutamide;D02.065.199.420
Prilocaine;D02.065.199.750
Propanil;D02.065.199.789
Salicylanilides;D02.065.199.860
Niclosamide;D02.065.199.860.470
Oxyclozanide;D02.065.199.860.500
Rafoxanide;D02.065.199.860.600
Tocainide;D02.065.199.920
Benzamides;D02.065.277
Bezafibrate;D02.065.277.067
Cisapride;D02.065.277.135
DEET;D02.065.277.194
Dinitolmide;D02.065.277.225
Hippurates;D02.065.277.431
Aminohippuric Acids;D02.065.277.431.192
p-Aminohippuric Acid;D02.065.277.431.192.100
Iodohippuric Acid;D02.065.277.431.579
Imatinib Mesylate;D02.065.277.456
Indoramin;D02.065.277.480
Metoclopramide;D02.065.277.573
Moclobemide;D02.065.277.600
Procainamide;D02.065.277.650
Procarbazine;D02.065.277.727
Raclopride;D02.065.277.761
Remoxipride;D02.065.277.796
Sulpiride;D02.065.277.866
Benzoylarginine-2-Naphthylamide;D02.065.300
Ceramides;D02.065.313
Cerebrosides;D02.065.313.250
Galactosylceramides;D02.065.313.250.450
Glucosylceramides;D02.065.313.250.490
Globosides;D02.065.313.425
Lactosylceramides;D02.065.313.612
Trihexosylceramides;D02.065.313.906
Cerulenin;D02.065.327
Dibucaine;D02.065.355
Formamides;D02.065.463
Dimethylformamide;D02.065.463.387
Lactams;D02.065.589
beta-Lactams;D02.065.589.099
Carbapenems;D02.065.589.099.124
Thienamycins;D02.065.589.099.124.300
Imipenem;D02.065.589.099.124.300.500
Cephalosporins;D02.065.589.099.249
Cefamandole;D02.065.589.099.249.150
Cefoperazone;D02.065.589.099.249.150.160
Cefazolin;D02.065.589.099.249.160
Cefonicid;D02.065.589.099.249.177
Cefsulodin;D02.065.589.099.249.185
Cephacetrile;D02.065.589.099.249.190
Cefotaxime;D02.065.589.099.249.190.190
Cefixime;D02.065.589.099.249.190.190.115
Cefmenoxime;D02.065.589.099.249.190.190.125
Cefotiam;D02.065.589.099.249.190.190.135
Ceftizoxime;D02.065.589.099.249.190.190.145
Ceftriaxone;D02.065.589.099.249.190.190.155
Cefuroxime;D02.065.589.099.249.190.190.165
Cephalothin;D02.065.589.099.249.190.210
Cephapirin;D02.065.589.099.249.190.230
Cephalexin;D02.065.589.099.249.200
Cefaclor;D02.065.589.099.249.200.155
Cefadroxil;D02.065.589.099.249.200.165
Cefatrizine;D02.065.589.099.249.200.165.125
Cephaloglycin;D02.065.589.099.249.200.180
Cephradine;D02.065.589.099.249.200.185
Cephaloridine;D02.065.589.099.249.210
Ceftazidime;D02.065.589.099.249.210.150
Cephamycins;D02.065.589.099.249.250
Cefmetazole;D02.065.589.099.249.250.177
Cefotetan;D02.065.589.099.249.250.199
Cefoxitin;D02.065.589.099.249.250.222
Clavulanic Acids;D02.065.589.099.374
Clavulanic Acid;D02.065.589.099.374.160
Amoxicillin-Potassium Clavulanate Combination;D02.065.589.099.374.160.060
Monobactams;D02.065.589.099.500
Aztreonam;D02.065.589.099.500.044
Moxalactam;D02.065.589.099.625
Penicillins;D02.065.589.099.750
Amdinocillin;D02.065.589.099.750.124
Amdinocillin Pivoxil;D02.065.589.099.750.124.036
Cyclacillin;D02.065.589.099.750.249
Methicillin;D02.065.589.099.750.500
Nafcillin;D02.065.589.099.750.562
Oxacillin;D02.065.589.099.750.625
Cloxacillin;D02.065.589.099.750.625.150
Dicloxacillin;D02.065.589.099.750.625.150.205
Floxacillin;D02.065.589.099.750.625.150.250
Penicillanic Acid;D02.065.589.099.750.687
Penicillin G;D02.065.589.099.750.750
Ampicillin;D02.065.589.099.750.750.050
Amoxicillin;D02.065.589.099.750.750.050.050
Amoxicillin-Potassium Clavulanate Combination;D02.065.589.099.750.750.050.050.060
Azlocillin;D02.065.589.099.750.750.050.075
Mezlocillin;D02.065.589.099.750.750.050.500
Piperacillin;D02.065.589.099.750.750.050.650
Pivampicillin;D02.065.589.099.750.750.050.700
Talampicillin;D02.065.589.099.750.750.050.900
Carbenicillin;D02.065.589.099.750.750.170
Carfecillin;D02.065.589.099.750.750.170.200
Penicillin G Benzathine;D02.065.589.099.750.750.685
Penicillin G Procaine;D02.065.589.099.750.750.695
Sulbenicillin;D02.065.589.099.750.750.875
Penicillin V;D02.065.589.099.750.781
Sulbactam;D02.065.589.099.750.812
Ticarcillin;D02.065.589.099.750.875
Caprolactam;D02.065.589.200
Lactams, Macrocyclic;D02.065.589.327
Salicylamides;D02.065.793
Labetalol;D02.065.793.324
Salicylanilides;D02.065.793.650
Niclosamide;D02.065.793.650.470
Oxyclozanide;D02.065.793.650.500
Rafoxanide;D02.065.793.650.600
Sulfonamides;D02.065.884
Benzolamide;D02.065.884.120
Bumetanide;D02.065.884.150
Celecoxib;D02.065.884.247
Chlorthalidone;D02.065.884.365
Clopamide;D02.065.884.390
Darunavir;D02.065.884.438
Dichlorphenamide;D02.065.884.485
Ethoxzolamide;D02.065.884.500
Indapamide;D02.065.884.540
Mafenide;D02.065.884.570
Mefruside;D02.065.884.575
Metolazone;D02.065.884.600
Probenecid;D02.065.884.625
Rosuvastatin Calcium;D02.065.884.650
Sildenafil Citrate;D02.065.884.675
Sulfanilamides;D02.065.884.725
Furosemide;D02.065.884.725.300
Sulfacetamide;D02.065.884.725.650
Sulfachlorpyridazine;D02.065.884.725.700
Sulfadiazine;D02.065.884.725.755
Silver Sulfadiazine;D02.065.884.725.755.800
Sulfadimethoxine;D02.065.884.725.760
Sulfadoxine;D02.065.884.725.765
Sulfaguanidine;D02.065.884.725.810
Sulfalene;D02.065.884.725.850
Sulfamerazine;D02.065.884.725.853
Sulfameter;D02.065.884.725.857
Sulfamethazine;D02.065.884.725.862
Sulfamethoxazole;D02.065.884.725.867
Trimethoprim, Sulfamethoxazole Drug Combination;D02.065.884.725.867.500
Sulfamethoxypyridazine;D02.065.884.725.872
Sulfamonomethoxine;D02.065.884.725.877
Sulfamoxole;D02.065.884.725.882
Sulfaphenazole;D02.065.884.725.887
Sulfapyridine;D02.065.884.725.900
Sulfaquinoxaline;D02.065.884.725.925
Sulfathiazoles;D02.065.884.725.935
Sulfamethizole;D02.065.884.725.935.813
Sulfisomidine;D02.065.884.725.940
Sulfisoxazole;D02.065.884.725.945
Sulfasalazine;D02.065.884.730
Sumatriptan;D02.065.884.750
Xipamide;D02.065.884.975
Thioamides;D02.065.900
Thioacetamide;D02.065.900.890
Amidines;D02.078
Benzamidines;D02.078.100
Diminazene;D02.078.100.260
Pentamidine;D02.078.100.700
Chlorphenamidine;D02.078.200
Guanidines;D02.078.370
Agmatine;D02.078.370.060
Bethanidine;D02.078.370.120
Biguanides;D02.078.370.141
Buformin;D02.078.370.141.075
Chlorhexidine;D02.078.370.141.100
Metformin;D02.078.370.141.450
Sitagliptin Phosphate, Metformin Hydrochloride Drug Combination;D02.078.370.141.450.500
Phenformin;D02.078.370.141.700
Proguanil;D02.078.370.141.710
Cimetidine;D02.078.370.200
Creatine;D02.078.370.280
Gabexate;D02.078.370.380
Guanabenz;D02.078.370.435
Guanethidine;D02.078.370.460
Guanfacine;D02.078.370.465
Guanidine;D02.078.370.472
Impromidine;D02.078.370.500
3-Iodobenzylguanidine;D02.078.370.510
Methylguanidine;D02.078.370.570
Mitoguazone;D02.078.370.600
Nitrosoguanidines;D02.078.370.649
Methylnitronitrosoguanidine;D02.078.370.649.400
Pinacidil;D02.078.370.729
Robenidine;D02.078.370.810
Sulfaguanidine;D02.078.370.853
Zanamivir;D02.078.370.926
Stilbamidines;D02.078.766
Amines;D02.092
Allylamine;D02.092.050
Colesevelam Hydrochloride;D02.092.050.500
Amino Alcohols;D02.092.063
Ethanolamines;D02.092.063.291
Albuterol;D02.092.063.291.057
Albuterol, Ipratropium Drug Combination;D02.092.063.291.057.125
Levalbuterol;D02.092.063.291.057.500
Salmeterol Xinafoate;D02.092.063.291.057.750
Fluticasone Propionate, Salmeterol Xinafoate Drug Combination;D02.092.063.291.057.750.500
Choline;D02.092.063.291.211
Platelet Activating Factor;D02.092.063.291.211.500
Clenbuterol;D02.092.063.291.231
Deanol;D02.092.063.291.274
Epinephrine;D02.092.063.291.310
Racepinephrine;D02.092.063.291.310.500
Ethanolamine;D02.092.063.291.375
2-Hydroxyphenethylamine;D02.092.063.291.410
Formoterol Fumarate;D02.092.063.291.425
Budesonide, Formoterol Fumarate Drug Combination;D02.092.063.291.425.250
Mometasone Furoate, Formoterol Fumarate Drug Combination;D02.092.063.291.425.500
Isoproterenol;D02.092.063.291.439
Labetalol;D02.092.063.291.460
Metaproterenol;D02.092.063.291.465
Fenoterol;D02.092.063.291.465.300
Midodrine;D02.092.063.291.480
Nebivolol;D02.092.063.291.503
Octopamine;D02.092.063.291.525
Phenylephrine;D02.092.063.291.617
Etilefrine;D02.092.063.291.617.300
Procaterol;D02.092.063.291.647
Sotalol;D02.092.063.291.805
Synephrine;D02.092.063.291.870
Terbutaline;D02.092.063.291.905
Heptaminol;D02.092.063.350
Isoetharine;D02.092.063.400
Norepinephrine;D02.092.063.480
Normetanephrine;D02.092.063.480.651
Propanolamines;D02.092.063.624
Ephedrine;D02.092.063.624.302
Histidinol;D02.092.063.624.380
Methoxamine;D02.092.063.624.536
Phenoxypropanolamines;D02.092.063.624.698
Acebutolol;D02.092.063.624.698.025
Alprenolol;D02.092.063.624.698.055
Dihydroalprenolol;D02.092.063.624.698.055.200
Atenolol;D02.092.063.624.698.070
Betaxolol;D02.092.063.624.698.077
Bisoprolol;D02.092.063.624.698.085
Bunolol;D02.092.063.624.698.115
Levobunolol;D02.092.063.624.698.115.500
Bupranolol;D02.092.063.624.698.146
Carteolol;D02.092.063.624.698.207
Celiprolol;D02.092.063.624.698.268
Metipranolol;D02.092.063.624.698.542
Metoprolol;D02.092.063.624.698.573
Nadolol;D02.092.063.624.698.601
Oxprenolol;D02.092.063.624.698.633
Penbutolol;D02.092.063.624.698.688
Pindolol;D02.092.063.624.698.699
Iodocyanopindolol;D02.092.063.624.698.699.420
Practolol;D02.092.063.624.698.705
Prenalterol;D02.092.063.624.698.708
Propranolol;D02.092.063.624.698.711
Xamoterol;D02.092.063.624.698.855
Phenylpropanolamine;D02.092.063.624.706
p-Hydroxynorephedrine;D02.092.063.624.706.400
Metaraminol;D02.092.063.624.706.500
Nylidrin;D02.092.063.624.706.550
Oxyfedrine;D02.092.063.624.706.600
Tolterodine Tartrate;D02.092.063.624.706.800
Pseudoephedrine;D02.092.063.624.788
Ritodrine;D02.092.063.624.870
Suloctidil;D02.092.063.624.890
Timolol;D02.092.063.624.915
Brimonidine Tartrate, Timolol Maleate Drug Combination;D02.092.063.624.915.500
Sphingosine;D02.092.063.700
Fingolimod Hydrochloride;D02.092.063.700.350
Psychosine;D02.092.063.700.700
Aminopyridines;D02.092.080
4-Aminopyridine;D02.092.080.060
Amrinone;D02.092.080.085
Milrinone;D02.092.080.085.543
Aniline Compounds;D02.092.146
Aminophenols;D02.092.146.100
Phenetidine;D02.092.146.100.700
Anilides;D02.092.146.113
Acetanilides;D02.092.146.113.092
Acetaminophen;D02.092.146.113.092.040
Diamfenetide;D02.092.146.113.092.250
Etidocaine;D02.092.146.113.092.325
Inosine Pranobex;D02.092.146.113.092.450
Lidocaine;D02.092.146.113.092.500
Phenacetin;D02.092.146.113.092.700
Practolol;D02.092.146.113.092.800
Ranolazine;D02.092.146.113.092.850
Trimecaine;D02.092.146.113.092.900
Benzoylarginine Nitroanilide;D02.092.146.113.200
Bupivacaine;D02.092.146.113.239
Carbanilides;D02.092.146.113.326
Imidocarb;D02.092.146.113.326.400
Nicarbazin;D02.092.146.113.326.550
Carboxin;D02.092.146.113.350
Encainide;D02.092.146.113.385
Flutamide;D02.092.146.113.420
Prilocaine;D02.092.146.113.750
Propanil;D02.092.146.113.789
Salicylanilides;D02.092.146.113.860
Niclosamide;D02.092.146.113.860.470
Oxyclozanide;D02.092.146.113.860.500
Rafoxanide;D02.092.146.113.860.600
Tocainide;D02.092.146.113.920
Anilino Naphthalenesulfonates;D02.092.146.125
Benzophenoneidum;D02.092.146.215
Bromhexine;D02.092.146.271
Ambroxol;D02.092.146.271.100
Benzenaminium, 4,4'-(3-oxo-1,5-pentanediyl)bis(N,N-dimethyl-N-2-propenyl-), Dibromide;D02.092.146.290
Fenamates;D02.092.146.307
p-Aminoazobenzene;D02.092.146.316
p-Dimethylaminoazobenzene;D02.092.146.325
Methyldimethylaminoazobenzene;D02.092.146.325.500
Diphenylamine;D02.092.146.350
Gentian Violet;D02.092.146.400
Methyl Green;D02.092.146.475
Methylenebis(chloroaniline);D02.092.146.500
Phenylenediamines;D02.092.146.651
Tetramethylphenylenediamine;D02.092.146.651.900
Rosaniline Dyes;D02.092.146.755
